Source,Target,Weight,Type
lasmiditan,vascular,10,Undirected
pain_management,vascular,6,Undirected
comorbidity,inflammatory_bowel,2,Undirected
inflammatory,inflammatory_bowel,3,Undirected
asthma,treatment_outcome,2,Undirected
comorbidities,treatment_outcome,2,Undirected
epilepsy,insomnia,2,Undirected
epilepsy,treatment_outcome,7,Undirected
insomnia,vascular,2,Undirected
acute_treatment,anti_inflammatory_agents,3,Undirected
acute_treatment,comorbidity,2,Undirected
acute_treatment,depression,3,Undirected
acute_treatment,disability,5,Undirected
acute_treatment,headache_days,2,Undirected
anti_inflammatory_agents,headache_days,3,Undirected
depression,interictal_burden,2,Undirected
absenteeism,presenteeism,16,Undirected
absenteeism,work_productivity,13,Undirected
anxiety,presenteeism,3,Undirected
anxiety,work_productivity,4,Undirected
disability,presenteeism,8,Undirected
anxiety,galcanezumab,2,Undirected
depression,galcanezumab,2,Undirected
comorbidities,hypertension,2,Undirected
comorbidities,irritable_bowel,2,Undirected
anxiety,menstrual,5,Undirected
depression,menstrual,9,Undirected
headache_days,menstrual,3,Undirected
menstrual,stress,6,Undirected
acupuncture,topiramate,9,Undirected
acupuncture_therapy,anxiety,7,Undirected
acupuncture_therapy,depression,6,Undirected
acupuncture_therapy,disability,8,Undirected
acupuncture_therapy,topiramate,5,Undirected
hospitalization,irritable_bowel,2,Undirected
behavioral_therapy,biofeedback,3,Undirected
disability_evaluation,exercise,6,Undirected
behavior_therapy,disability,5,Undirected
behavior_therapy,stress,3,Undirected
disability,yoga,7,Undirected
exercise,yoga,6,Undirected
stress,yoga,3,Undirected
hypertension,neuroinflammation,2,Undirected
inflammatory,neuroinflammation,5,Undirected
neuroinflammation,vascular,4,Undirected
quality_life,rls,5,Undirected
acupuncture,menstrual,4,Undirected
acupuncture,menstrual_migraine,2,Undirected
acupuncture,migraine_therapy,6,Undirected
menstrual,migraine_therapy,2,Undirected
menstrual,treatment_outcome,9,Undirected
menstrual_migraine,migraine_therapy,2,Undirected
menstrual_migraine,treatment_outcome,5,Undirected
combined_modality_therapy,monthly_migraine_days,3,Undirected
acupuncture,monthly_migraine_days,5,Undirected
acupuncture_therapy,monthly_migraine_days,3,Undirected
cluster_headache,pain_management,2,Undirected
inflammatory,pain_management,3,Undirected
comorbidity,medication_overuse,2,Undirected
cost_illness,medication_overuse_headache,2,Undirected
cost_illness,moh,2,Undirected
headache_days,medication_overuse,6,Undirected
medication_overuse,moh,3,Undirected
medication_overuse,triptans,2,Undirected
moh,triptans,3,Undirected
anxiety,botulinum_toxins,8,Undirected
botulinum_toxins,comorbidity,2,Undirected
botulinum_toxins,depression,9,Undirected
disability_evaluation,vascular,4,Undirected
anxiety,rls,6,Undirected
disability,rls,6,Undirected
depression,medication_overuse_headache,3,Undirected
medication_overuse_headache,moh,6,Undirected
central_sensitization,hormonal,2,Undirected
diet,irritable_bowel,2,Undirected
hormonal,irritable_bowel,2,Undirected
acupuncture_points,prophylactic_treatment,2,Undirected
prophylactic_treatment,quality_life,9,Undirected
prophylactic_treatment,treatment_outcome,8,Undirected
cluster_headache,tth,4,Undirected
anxiety,botulinum,5,Undirected
anxiety,onabotulinumtoxina,3,Undirected
botulinum,medication_overuse,7,Undirected
botulinum,moh,3,Undirected
botulinum_toxins,medication_overuse,6,Undirected
botulinum_toxins,moh,2,Undirected
medication_overuse,onabotulinumtoxina,3,Undirected
moh,onabotulinumtoxina,2,Undirected
anxiety,erenumab,4,Undirected
depression,erenumab,4,Undirected
acupuncture,economic_burden,3,Undirected
acupuncture,electroacupuncture,18,Undirected
anxiety,economic_burden,6,Undirected
anxiety,electroacupuncture,5,Undirected
depression,economic_burden,8,Undirected
depression,electroacupuncture,5,Undirected
economic_burden,treatment_outcome,10,Undirected
electroacupuncture,treatment_outcome,6,Undirected
relaxation,yoga,2,Undirected
treatment_outcome,yoga,4,Undirected
comorbidity,health_care_costs,2,Undirected
costs,healthcare_cost,2,Undirected
health_care_costs,healthcare_cost,4,Undirected
health_care_costs,triptans,2,Undirected
acupuncture_therapy,migraine_therapy,3,Undirected
amitriptyline,botulinum,6,Undirected
amitriptyline,botulinum_toxins,3,Undirected
amitriptyline,migraine_therapy,7,Undirected
amitriptyline,onabotulinumtoxina,4,Undirected
amitriptyline,quality_life,10,Undirected
amitriptyline,treatment_outcome,15,Undirected
asthma,hospitalization,3,Undirected
asthma,irritable_bowel,2,Undirected
comorbidities,hospitalization,2,Undirected
cost_benefit,disability,3,Undirected
cost_benefit,quality_adjusted_life_years,5,Undirected
disability,quality_adjusted_life_years,2,Undirected
quality_life,quality_adjusted_life_years,5,Undirected
acupuncture,propranolol,3,Undirected
acupuncture,valproate,2,Undirected
comorbidity,propranolol,3,Undirected
depression,propranolol,3,Undirected
cytokines,nerve_stimulation,2,Undirected
cytokines,quality_life,3,Undirected
headache_days,inflammatory,10,Undirected
inflammatory,nerve_stimulation,9,Undirected
disability,restless_legs,2,Undirected
disability,restless_legs_syndrome,2,Undirected
disability_evaluation,rls,2,Undirected
greater_occipital_nerve,occipital_nerve,10,Undirected
greater_occipital_nerve,pulsed_radiofrequency_treatmen,2,Undirected
greater_occipital_nerve,quality_life,2,Undirected
greater_occipital_nerve,treatment_outcome,9,Undirected
monthly_migraine_days,occipital_nerve,2,Undirected
monthly_migraine_days,pain_management,3,Undirected
occipital_nerve,pulsed_radiofrequency_treatmen,4,Undirected
pulsed_radiofrequency_treatmen,treatment_outcome,4,Undirected
anxiety,central_nervous_sensitization,3,Undirected
central_nervous_sensitization,depression,2,Undirected
central_nervous_sensitization,fibromyalgia,2,Undirected
central_nervous_sensitization,irritable_bowel,2,Undirected
acute_treatment,triptans,7,Undirected
alzheimer,stroke,6,Undirected
disability_evaluation,relaxation,2,Undirected
exercise,physiotherapy,2,Undirected
progressive_muscle_relaxation,relaxation,4,Undirected
progressive_muscle_relaxation,treatment_outcome,2,Undirected
disability,exercise_therapy,4,Undirected
exercise,exercise_therapy,19,Undirected
exercise_therapy,physical_therapy,6,Undirected
exercise_therapy,quality_life,3,Undirected
calcitonin_gene_related,cluster_headache,13,Undirected
calcitonin_gene_related_peptid,calcitonin_gene_related_peptid,5,Undirected
calcitonin_gene_related_peptid,cluster_headache,8,Undirected
calcitonin_gene_related_peptid,erenumab,9,Undirected
calcitonin_gene_related_peptid,treatment_outcome,14,Undirected
cluster_headache,monoclonal_antibodies,8,Undirected
anxiety,post_traumatic_stress_disorder,2,Undirected
neuropathic_pain,treatment_outcome,2,Undirected
self_management,treatment_outcome,2,Undirected
cardiovascular,stress,2,Undirected
oxidative_stress,vascular,4,Undirected
depression,electric_stimulation_therapy,2,Undirected
depression,nerve_stimulation,10,Undirected
depression,neuromodulation,10,Undirected
depression,occipital_nerve,8,Undirected
depression,occipital_nerve_stimulation,2,Undirected
nerve_stimulation,supraorbital_nerve_stimulation,3,Undirected
neuromodulation,supraorbital_nerve_stimulation,3,Undirected
cardiovascular_diseases,cerebrovascular_disorders,3,Undirected
cerebrovascular_disorders,stroke,2,Undirected
cerebrovascular_disorders,vascular,4,Undirected
depression,inflammatory_bowel,2,Undirected
inflammatory_bowel,inflammatory_bowel_diseases,2,Undirected
asthma,rls,3,Undirected
greater_occipital_nerve_block,occipital_nerve,5,Undirected
greater_occipital_nerve_block,treatment_outcome,4,Undirected
economic_burden,stress,2,Undirected
bipolar,cardiovascular,2,Undirected
depression,emergency_department,5,Undirected
depression,health_care_costs,2,Undirected
cortical_spreading_depression,epilepsy,4,Undirected
anxiety,behavior_therapy,4,Undirected
anxiety_disorders,disability,2,Undirected
behavior_therapy,depression,2,Undirected
bipolar,stress,3,Undirected
bipolar_disorder,depression,4,Undirected
depression,oxidative_stress,3,Undirected
comorbidities,parkinson,2,Undirected
emergency_department,hospitalization,10,Undirected
emergency_department,stroke,6,Undirected
insomnia,restless_legs,2,Undirected
comorbidities,disability,2,Undirected
patent_foramen_ovale,rls,7,Undirected
patent_foramen_ovale,vascular,9,Undirected
stroke,therapy,7,Undirected
bipolar,valproate,3,Undirected
bipolar_disorder,valproate,3,Undirected
epilepsy,rls,3,Undirected
inflammatory,parkinson,2,Undirected
parkinson,vascular,2,Undirected
hypertension,vestibular,3,Undirected
amitriptyline,anxiety,2,Undirected
amitriptyline,comorbidity,3,Undirected
amitriptyline,depression,4,Undirected
amitriptyline,inflammatory,6,Undirected
anxiety,restless_legs,2,Undirected
anxiety,restless_legs_syndrome,2,Undirected
anxiety,estrogen,2,Undirected
bipolar,parkinson,3,Undirected
central_nervous_sensitization,inflammatory,2,Undirected
central_sensitization,inflammatory,7,Undirected
inflammatory,irritable_bowel_syndrome,3,Undirected
inflammatory,irritable_bowel,2,Undirected
calcitonin_gene_related,calcitonin_gene_related_peptid,30,Undirected
calcitonin_gene_related_peptid,calcitonin_gene_related_peptid,26,Undirected
calcitonin_gene_related_peptid,hypertension,2,Undirected
comorbidity,vestibular_diseases,2,Undirected
stress,stroke,4,Undirected
vascular,vestibular_diseases,2,Undirected
disease_management,triptans,2,Undirected
fibromyalgia,vascular,3,Undirected
stress_disorders,vascular,2,Undirected
migraine_therapy,restless_legs_syndrome,2,Undirected
migraine_therapy,rls,3,Undirected
depression,mechanism,2,Undirected
stress,therapy,4,Undirected
amitriptyline,propranolol,18,Undirected
hypertension,restless_legs,2,Undirected
hypertension,restless_legs_syndrome,2,Undirected
hypertension,rls,3,Undirected
bipolar,chronic_pain,3,Undirected
headache_days,tension_type_headache,2,Undirected
amitriptyline,topiramate,24,Undirected
rls,tth,2,Undirected
rls,stroke,2,Undirected
acupuncture,stroke,2,Undirected
botulinum,botulinum_toxin,13,Undirected
botulinum,treatment_failure,2,Undirected
botulinum,vestibular,3,Undirected
botulinum,vestibular_migraine,3,Undirected
diet,diet_therapy,4,Undirected
diet,triggers,4,Undirected
diet_therapy,triggers,2,Undirected
hypertension,treatment_outcome,6,Undirected
drug_therapy,trigeminal,2,Undirected
calcitonin_gene_related,calcitonin_gene_related_dosage,3,Undirected
estrogen,hormonal_contraception,2,Undirected
estrogen,ischemic_stroke,2,Undirected
estrogen,stroke_risk,2,Undirected
hormonal,hormonal_contraception,3,Undirected
hormonal,stroke_risk,3,Undirected
circadian_rhythm,depression,3,Undirected
circadian_rhythm,disability,2,Undirected
circadian_rhythm,stress,2,Undirected
drug_therapy,stress,3,Undirected
ketogenic_diet,stress,2,Undirected
cryptogenic_stroke,patent_foramen_ovale,2,Undirected
cryptogenic_stroke,stroke,3,Undirected
cryptogenic_stroke,vascular,2,Undirected
treatment_outcome,trigger_points,5,Undirected
estrogen,menstrual,11,Undirected
estrogen_replacement,menopause,3,Undirected
hemorrhagic_stroke,ischemic_stroke,2,Undirected
hemorrhagic_stroke,stroke,3,Undirected
hemorrhagic_stroke,vascular,2,Undirected
ischemic_stroke,triptans,2,Undirected
anti_inflammatory_dosage,calcitonin_gene_related,2,Undirected
anti_inflammatory_dosage,inflammatory,3,Undirected
anti_inflammatory_dosage,oxidative_stress,2,Undirected
anti_inflammatory_dosage,quality_life,2,Undirected
anti_inflammatory_dosage,stress,2,Undirected
anti_inflammatory_dosage,treatment_outcome,2,Undirected
calcitonin_gene_related,oxidative_stress,3,Undirected
calcitonin_gene_related,stress,6,Undirected
dietary,inflammatory,2,Undirected
dietary,oxidative_stress,2,Undirected
inflammatory,oxidative_stress,4,Undirected
inflammatory,treatment_outcome,12,Undirected
oxidative_stress,quality_life,7,Undirected
oxidative_stress,treatment_outcome,3,Undirected
anxiety,dietary_supplements,4,Undirected
depression,dietary_supplements,5,Undirected
dietary_supplements,quality_life,9,Undirected
botulinum,monthly_migraine_days,5,Undirected
depression,menstrual_migraine,4,Undirected
disability,menstrually_related_migraine,3,Undirected
headache_days,menstrual_migraine,2,Undirected
headache_days,menstrually_related_migraine,2,Undirected
menstrual,menstrually_related_migraine,6,Undirected
menstrual_migraine,menstrually_related_migraine,3,Undirected
menstrually_related_migraine,quality_life,3,Undirected
menstrually_related_migraine,treatment_outcome,3,Undirected
cost_illness,economic_burden,12,Undirected
amitriptyline,erenumab,8,Undirected
amitriptyline,fremanezumab,6,Undirected
amitriptyline,headache_days,12,Undirected
amitriptyline,monoclonal_antibodies,4,Undirected
amitriptyline,triptans,4,Undirected
anxiety,fremanezumab,3,Undirected
anxiety,monoclonal_antibodies,7,Undirected
botulinum_toxins,inflammatory,5,Undirected
depression,monoclonal_antibodies,10,Undirected
erenumab,hypertension,2,Undirected
fremanezumab,triptans,5,Undirected
headache_days,hypertension,2,Undirected
migraine_therapy,monoclonal_antibodies,31,Undirected
monoclonal_antibodies,triptans,8,Undirected
botulinum,botulinum_toxin_type,8,Undirected
botulinum_toxin_type,botulinum_toxins,10,Undirected
botulinum_toxin_type,disability,6,Undirected
botulinum_toxin_type,headache_days,4,Undirected
botulinum_toxin_type,migraine_therapy,5,Undirected
botulinum_toxin_type,quality_life,7,Undirected
medication_overuse_headache,mindfulness,2,Undirected
mindfulness,treatment_outcome,7,Undirected
dietary_supplements,oxidative_stress,4,Undirected
dietary_supplements,stress,6,Undirected
anxiety,monthly_migraine_days,4,Undirected
monthly_migraine_days,work_productivity,3,Undirected
quality_life,treatment_failure,5,Undirected
treatment_failure,treatment_outcome,5,Undirected
treatment_outcome,work_productivity,5,Undirected
disability,trigger,2,Undirected
quality_life,trigger,3,Undirected
cost_benefit,fremanezumab,2,Undirected
cost_benefit,migraine_therapy,3,Undirected
cost_benefit,monthly_migraine_days,2,Undirected
cost_benefit,treatment_outcome,3,Undirected
migraine_therapy,monthly_migraine_days,18,Undirected
botulinum,prophylactic_treatment,5,Undirected
botulinum_toxin_type,onabotulinumtoxina,3,Undirected
botulinum_toxin_type,prophylactic_treatment,3,Undirected
botulinum_toxins,prophylactic_treatment,4,Undirected
disability,prophylactic_treatment,6,Undirected
headache_days,prophylactic_treatment,4,Undirected
migraine_therapy,prophylactic_treatment,3,Undirected
onabotulinumtoxina,prophylactic_treatment,2,Undirected
calcitonin_gene_related_peptid,disability,7,Undirected
calcitonin_gene_related_peptid,monoclonal_antibodies,10,Undirected
cgrp_receptor,disability,8,Undirected
cgrp_receptor,fremanezumab,6,Undirected
cgrp_receptor,galcanezumab,6,Undirected
cgrp_receptor,monoclonal_antibodies,20,Undirected
disability,gepants,8,Undirected
fremanezumab,gepants,7,Undirected
galcanezumab,gepants,6,Undirected
gepants,monoclonal_antibodies,18,Undirected
botulinum_toxin,botulinum_toxins,10,Undirected
botulinum_toxin,migraine_therapy,2,Undirected
botulinum_toxin,occipital_nerve,2,Undirected
botulinum_toxin,quality_life,6,Undirected
botulinum_toxin,treatment_outcome,6,Undirected
migraine_therapy,treatment_failure,2,Undirected
cost_benefit,headache_days,3,Undirected
relaxation,self_management,3,Undirected
calcitonin_gene_related_peptid,cgrp_receptor,21,Undirected
calcitonin_gene_related_peptid,cgrp_receptor,6,Undirected
calcitonin_gene_related_peptid,migraine_therapy,13,Undirected
calcitonin_gene_related_peptid,monthly_migraine_days,3,Undirected
calcitonin_gene_related_peptid,treatment_outcome,5,Undirected
cgrp_receptor,erenumab,11,Undirected
cgrp_receptor,monthly_migraine_days,5,Undirected
cgrp_receptor,treatment_outcome,7,Undirected
botulinum,calcitonin_gene_related_use,2,Undirected
botulinum,inflammatory,6,Undirected
botulinum,onabotulinum_toxin,3,Undirected
botulinum,vascular,8,Undirected
botulinum_toxins,onabotulinum_toxin,2,Undirected
botulinum_toxins,therapy,11,Undirected
botulinum_toxins,vascular,7,Undirected
calcitonin_gene_related_use,headache_days,4,Undirected
calcitonin_gene_related_use,quality_life,11,Undirected
calcitonin_gene_related_use,therapy,2,Undirected
calcitonin_gene_related_use,treatment_outcome,4,Undirected
headache_days,neurogenic_inflammation,3,Undirected
headache_days,onabotulinum_toxin,2,Undirected
inflammatory,neurogenic_inflammation,5,Undirected
inflammatory,therapy,7,Undirected
neurogenic_inflammation,therapy,2,Undirected
neurogenic_inflammation,triptans,2,Undirected
neurogenic_inflammation,vascular,4,Undirected
onabotulinum_toxin,quality_life,2,Undirected
onabotulinum_toxin,treatment_outcome,3,Undirected
onabotulinum_toxin,triptans,2,Undirected
calcitonin_gene_related,cluster_therapy,2,Undirected
cluster_headache,cluster_therapy,3,Undirected
cluster_headache,fremanezumab,5,Undirected
cluster_headache,galcanezumab,7,Undirected
cluster_therapy,galcanezumab,2,Undirected
anxiety,health_related_quality_life,6,Undirected
depression,health_related_quality_life,7,Undirected
exercise,migraine_therapy,4,Undirected
diet,dietary,2,Undirected
dietary,disability,2,Undirected
cluster_headache,trigeminal_autonomic_cephalalg,2,Undirected
neuromodulation,trigeminal_autonomic_cephalalg,2,Undirected
neuromodulation,triptans,8,Undirected
botulinum,onabotulinumtoxin,3,Undirected
botulinum_toxin_type,treatment_outcome,4,Undirected
botulinum_toxins,onabotulinumtoxin,3,Undirected
calcitonin_gene_related,onabotulinumtoxin,3,Undirected
calcitonin_gene_related,prophylactic_treatment,2,Undirected
monoclonal_antibodies,onabotulinumtoxin,3,Undirected
onabotulinumtoxin,quality_life,3,Undirected
headache_days,preventive_treatment,5,Undirected
botulinum_toxins,monthly_migraine_days,4,Undirected
headache_days,monthly_migraine_days,17,Undirected
monthly_migraine_days,therapy,3,Undirected
botulinum_toxin,headache_days,5,Undirected
amitriptyline,calcitonin_gene_related,7,Undirected
amitriptyline,calcitonin_gene_related_inhibi,3,Undirected
amitriptyline,galcanezumab,6,Undirected
amitriptyline,valproate,8,Undirected
botulinum,calcitonin_gene_related_inhibi,7,Undirected
botulinum,galcanezumab,4,Undirected
botulinum,propranolol,5,Undirected
calcitonin_gene_related,calcitonin_gene_related_inhibi,22,Undirected
calcitonin_gene_related,propranolol,9,Undirected
calcitonin_gene_related,topiramate,10,Undirected
calcitonin_gene_related,valproate,4,Undirected
calcitonin_gene_related_inhibi,galcanezumab,7,Undirected
calcitonin_gene_related_inhibi,headache_days,5,Undirected
calcitonin_gene_related_inhibi,propranolol,3,Undirected
calcitonin_gene_related_inhibi,quality_life,4,Undirected
calcitonin_gene_related_inhibi,topiramate,5,Undirected
calcitonin_gene_related_inhibi,treatment_outcome,10,Undirected
calcitonin_gene_related_inhibi,valproate,2,Undirected
galcanezumab,propranolol,7,Undirected
galcanezumab,topiramate,8,Undirected
galcanezumab,valproate,4,Undirected
headache_days,propranolol,6,Undirected
headache_days,valproate,2,Undirected
disability,migraine_specific_quality_life,3,Undirected
migraine_specific_quality_life,quality_life,3,Undirected
calcitonin_gene_related,triptans,24,Undirected
calcitonin_gene_related_peptid,triptans,9,Undirected
calcitonin_gene_related_peptid,vascular,10,Undirected
calcitonin_gene_related,preventive_migraine_treatment,2,Undirected
migraine_therapy,preventive_migraine_treatment,3,Undirected
preventive_migraine_treatment,quality_life,2,Undirected
preventive_migraine_treatment,treatment_outcome,2,Undirected
headache_days,presenteeism,7,Undirected
preventive_therapy,quality_life,3,Undirected
biofeedback,inflammatory,2,Undirected
biofeedback,trigeminal,4,Undirected
biofeedback,triptans,2,Undirected
disease_management,inflammatory,2,Undirected
gepants,inflammatory,3,Undirected
gepants,trigeminal,5,Undirected
gepants,triptans,10,Undirected
inflammatory,mindfulness,2,Undirected
inflammatory,trigeminal,14,Undirected
mindfulness,trigeminal,3,Undirected
mindfulness,triptans,2,Undirected
trigeminal,triptans,7,Undirected
absenteeism,costs,3,Undirected
absenteeism,economic_burden,6,Undirected
absenteeism,health_related_quality_life,5,Undirected
cost_illness,costs,3,Undirected
cost_illness,health_related_quality_life,4,Undirected
cost_illness,presenteeism,9,Undirected
costs,economic_burden,3,Undirected
costs,presenteeism,3,Undirected
costs,quality_life,3,Undirected
costs,work_productivity,2,Undirected
economic_burden,headache_days,8,Undirected
economic_burden,health_related_quality_life,4,Undirected
economic_burden,presenteeism,6,Undirected
economic_burden,work_productivity,8,Undirected
health_related_quality_life,presenteeism,5,Undirected
health_related_quality_life,work_productivity,4,Undirected
light_therapy,quality_life,2,Undirected
light_therapy,treatment_outcome,2,Undirected
botulinum,burden,2,Undirected
botulinum,health_care_costs,2,Undirected
botulinum_toxins,cost_effectiveness,2,Undirected
botulinum_toxins,health_care_costs,2,Undirected
botulinum_toxins,quality_adjusted_life_years,2,Undirected
burden,health_care_costs,2,Undirected
burden,healthcare_cost,2,Undirected
burden,treatment_outcome,3,Undirected
cost_illness,therapy,2,Undirected
cost_illness,treatment_outcome,3,Undirected
cost_benefit,cost_effectiveness,3,Undirected
cost_benefit,healthcare_cost,2,Undirected
cost_effectiveness,headache_days,2,Undirected
cost_effectiveness,quality_life,3,Undirected
cost_effectiveness,quality_adjusted_life_years,4,Undirected
headache_days,quality_adjusted_life_years,2,Undirected
healthcare_cost,quality_life,5,Undirected
healthcare_cost,therapy,2,Undirected
healthcare_cost,treatment_outcome,2,Undirected
onabotulinumtoxina,therapy,5,Undirected
disability,economic_burden,13,Undirected
disability,estrogen,3,Undirected
estrogen,menstrually_related_migraine,3,Undirected
disability_evaluation,work_productivity,4,Undirected
anxiety_disorders,health_related_quality_life,2,Undirected
cost_illness,daily_functioning,3,Undirected
cytokines,oxidative_stress,2,Undirected
cytokines,vascular,8,Undirected
dietary_supplements,disability,5,Undirected
dietary_supplements,inflammatory,5,Undirected
dietary_supplements,migraine_disability_assessment,2,Undirected
dietary_supplements,migraine_specific_quality_life,2,Undirected
dietary_supplements,vascular,5,Undirected
disability,migraine_disability_assessment,5,Undirected
disability,migraine_specific_quality_life,3,Undirected
migraine_disability_assessment,migraine_specific_quality_life,2,Undirected
migraine_disability_assessment,quality_life,3,Undirected
migraine_disability_assessment,vascular,2,Undirected
migraine_specific_quality_life,oxidative_stress,2,Undirected
migraine_specific_quality_life,quality_life,6,Undirected
migraine_specific_quality_life,stress,2,Undirected
disability,migraine_without_therapy,2,Undirected
hormonal,triptans,2,Undirected
migraine_therapy,stroke,6,Undirected
migraine_without_therapy,quality_life,2,Undirected
acupuncture,botulinum,5,Undirected
acupuncture,botulinum_toxins,3,Undirected
pharmacotherapy,triptans,2,Undirected
anxiety,treatment,2,Undirected
depression,treatment,3,Undirected
disability,treatment,9,Undirected
migraine_therapy,vestibular,4,Undirected
migraine_therapy,vestibular_migraine,3,Undirected
quality_life,vestibular_therapy,2,Undirected
vestibular,vestibular_therapy,3,Undirected
vestibular_migraine,vestibular_therapy,2,Undirected
botulinum,stress,3,Undirected
botulinum_toxins,stress,3,Undirected
interictal_burden,migraine_therapy,2,Undirected
quality_life,sleep_deprivation,3,Undirected
botulinum,trigeminal,6,Undirected
botulinum_toxins,trigeminal,5,Undirected
onabotulinumtoxina,trigeminal,3,Undirected
cost_illness,migraine_therapy,4,Undirected
cost_illness,tth,3,Undirected
calcitonin_gene_related_peptid,headache_days,5,Undirected
calcitonin_gene_related_peptid,migraine_therapy,16,Undirected
calcitonin_gene_related_peptid,monthly_migraine_days,5,Undirected
calcitonin_gene_related,work_productivity,2,Undirected
calcitonin_gene_related_inhibi,disability,5,Undirected
calcitonin_gene_related_inhibi,migraine_therapy,8,Undirected
calcitonin_gene_related_inhibi,monoclonal_antibodies,14,Undirected
anxiety,life_quality,2,Undirected
anxiety,trigeminal,3,Undirected
central_sensitization,trigeminal,5,Undirected
chronic_pain,trigeminal,4,Undirected
disability_evaluation,quality,6,Undirected
disease_burden,health_related_quality_life,2,Undirected
central_sensitization,moh,2,Undirected
medication_overuse_headache,quality_life,2,Undirected
economic_burden,hospitalization,3,Undirected
botulinum,treatment,5,Undirected
burden,treatment,3,Undirected
burden,triptans,2,Undirected
migraine_therapy,treatment,8,Undirected
monoclonal_antibodies,treatment,6,Undirected
treatment,triptans,9,Undirected
disability,global_burden_disease,3,Undirected
disability_adjusted_life_years,global_burden_disease,2,Undirected
disability_adjusted_life_years,tth,2,Undirected
global_burden_disease,tth,2,Undirected
disability,healthcare_cost,3,Undirected
migraine_therapy,mindfulness,3,Undirected
mindfulness,therapy,2,Undirected
anxiety,calcitonin_gene_related_peptid,2,Undirected
calcitonin_gene_related_peptid,depression,6,Undirected
calcitonin_gene_related_peptid,headache_days,15,Undirected
calcitonin_gene_related_peptid,therapy,8,Undirected
monoclonal_antibodies,therapy,10,Undirected
calcitonin_gene_related_use,disability,3,Undirected
calcitonin_gene_related_use,erenumab,5,Undirected
calcitonin_gene_related_use,monoclonal_antibodies,5,Undirected
chronic_pain,therapy,2,Undirected
disability,headache_therapy,3,Undirected
headache_therapy,quality_life,2,Undirected
disability_evaluation,stigma,3,Undirected
botulinum,calcitonin_gene_related_peptid,7,Undirected
botulinum,cluster_headache,3,Undirected
botulinum_toxin,calcitonin_gene_related,3,Undirected
botulinum_toxin,calcitonin_gene_related_peptid,3,Undirected
botulinum_toxin,onabotulinumtoxina,5,Undirected
botulinum_toxin,therapy,2,Undirected
botulinum_toxins,calcitonin_gene_related_peptid,5,Undirected
botulinum_toxins,cluster_headache,2,Undirected
calcitonin_gene_related_peptid,onabotulinumtoxina,4,Undirected
cluster_headache,therapy,3,Undirected
dietary_supplements,estrogen,3,Undirected
dietary_supplements,migraine_therapy,6,Undirected
dietary_supplements,treatment_outcome,11,Undirected
estrogen,migraine_therapy,2,Undirected
estrogen,treatment_outcome,3,Undirected
dietary_supplements,hormonal,2,Undirected
dietary_supplements,menstrual,2,Undirected
menstrual,vascular,4,Undirected
migraine_disability_assessment,treatment_outcome,3,Undirected
botulinum_toxins,vestibular,2,Undirected
therapy,vestibular,3,Undirected
behavior_therapy,migraine_therapy,3,Undirected
exercise,tth,7,Undirected
disability,tension_type_headache,3,Undirected
cluster_headache,migraine_therapy,6,Undirected
cluster_headache,vascular,6,Undirected
disability,preventive_therapy,3,Undirected
prophylactic_treatment,topiramate,3,Undirected
calcitonin_gene_related,nerve_stimulation,8,Undirected
calcitonin_gene_related,neuromodulation,12,Undirected
calcitonin_gene_related_peptid,nerve_stimulation,4,Undirected
calcitonin_gene_related_peptid,neuromodulation,4,Undirected
calcitonin_gene_related_peptid,transcranial_magnetic,3,Undirected
calcitonin_gene_related_peptid,cgrp_receptor,8,Undirected
calcitonin_gene_related_peptid,gepants,8,Undirected
calcitonin_gene_related_peptid,monoclonal_antibodies,15,Undirected
calcitonin_gene_related_peptid,nerve_stimulation,4,Undirected
calcitonin_gene_related_peptid,neuromodulation,3,Undirected
calcitonin_gene_related_peptid,transcranial_magnetic,3,Undirected
calcitonin_gene_related_peptid,trigeminal,5,Undirected
cgrp_receptor,nerve_stimulation,3,Undirected
cgrp_receptor,neuromodulation,2,Undirected
cgrp_receptor,transcranial_magnetic,2,Undirected
cgrp_receptor,trigeminal,6,Undirected
gepants,nerve_stimulation,3,Undirected
gepants,neuromodulation,5,Undirected
gepants,transcranial_magnetic,2,Undirected
monoclonal_antibodies,nerve_stimulation,5,Undirected
monoclonal_antibodies,neuromodulation,11,Undirected
monoclonal_antibodies,transcranial_magnetic,5,Undirected
amitriptyline,cognitive_behavioral_therapy,3,Undirected
amitriptyline,disability,9,Undirected
amitriptyline,therapy,2,Undirected
cognitive_behavioral_therapy,therapy,2,Undirected
calcitonin_gene_related_peptid,headache_days,4,Undirected
presenteeism,stigma,2,Undirected
economic_burden,healthcare_cost,3,Undirected
healthcare_cost,work_productivity,3,Undirected
absenteeism,treatment_outcome,3,Undirected
presenteeism,treatment_outcome,3,Undirected
aerobic_exercise,exercise_therapy,4,Undirected
absenteeism,healthcare_cost,2,Undirected
cost,economic_burden,2,Undirected
healthcare_cost,presenteeism,2,Undirected
insomnia,medication_overuse_headache,2,Undirected
medication_overuse_headache,monoclonal_antibodies,2,Undirected
moh,monoclonal_antibodies,2,Undirected
botulinum_toxin,depression,2,Undirected
depression,onabotulinumtoxina,3,Undirected
quality_life,weather,2,Undirected
social_stigma,stigmatization,2,Undirected
quality,sleep_quality,2,Undirected
