Source,Target,Weight,Type,Source_Label,Target_Label
exercise,exercise_therapy,19,Undirected,Exercise,Exercise Therapy
exercise_therapy,physical_therapy,6,Undirected,Exercise Therapy,Physical Therapy
exercise_therapy,quality_life,3,Undirected,Exercise Therapy,Quality Life
calcitonin_gene_related,cluster_headache,13,Undirected,Calcitonin Gene-Related,Cluster Headache
calcitonin_gene_related_peptid,calcitonin_gene_related_peptid,5,Undirected,Calcitonin Gene-Related Peptide,Calcitonin Gene-Related Peptide Receptor Dosage
calcitonin_gene_related_peptid,cluster_headache,8,Undirected,Calcitonin Gene-Related Peptide,Cluster Headache
calcitonin_gene_related_peptid,erenumab,9,Undirected,Calcitonin Gene-Related Peptide Receptor Dosage,Erenumab
calcitonin_gene_related_peptid,treatment_outcome,14,Undirected,Calcitonin Gene-Related Peptide Receptor Dosage,Treatment Outcome
cluster_headache,monoclonal_antibodies,8,Undirected,Cluster Headache,Monoclonal Antibodies
anxiety,post_traumatic_stress_disorder,2,Undirected,Anxiety,Post-Traumatic Stress Disorder
neuropathic_pain,treatment_outcome,2,Undirected,Neuropathic Pain,Treatment Outcome
self_management,treatment_outcome,2,Undirected,Self-Management,Treatment Outcome
cardiovascular,stress,2,Undirected,Cardiovascular,Stress
oxidative_stress,vascular,4,Undirected,Oxidative Stress,Vascular
depression,electric_stimulation_therapy,2,Undirected,Depression,Electric Stimulation Therapy
depression,nerve_stimulation,10,Undirected,Depression,Nerve Stimulation
depression,neuromodulation,10,Undirected,Depression,Neuromodulation
depression,occipital_nerve,8,Undirected,Depression,Occipital Nerve
depression,occipital_nerve_stimulation,2,Undirected,Depression,Occipital Nerve Stimulation
nerve_stimulation,supraorbital_nerve_stimulation,3,Undirected,Nerve Stimulation,Supraorbital Nerve Stimulation
neuromodulation,supraorbital_nerve_stimulation,3,Undirected,Neuromodulation,Supraorbital Nerve Stimulation
cardiovascular_diseases,cerebrovascular_disorders,3,Undirected,Cardiovascular Diseases,Cerebrovascular Disorders
cerebrovascular_disorders,stroke,2,Undirected,Cerebrovascular Disorders,Stroke
cerebrovascular_disorders,vascular,4,Undirected,Cerebrovascular Disorders,Vascular
depression,inflammatory_bowel,2,Undirected,Depression,Inflammatory Bowel
inflammatory_bowel,inflammatory_bowel_diseases,2,Undirected,Inflammatory Bowel,Inflammatory Bowel Diseases
asthma,rls,3,Undirected,Asthma,Rls
greater_occipital_nerve_block,occipital_nerve,5,Undirected,Greater Occipital Nerve Block,Occipital Nerve
greater_occipital_nerve_block,treatment_outcome,4,Undirected,Greater Occipital Nerve Block,Treatment Outcome
economic_burden,stress,2,Undirected,Economic Burden,Stress
bipolar,cardiovascular,2,Undirected,Bipolar,Cardiovascular
depression,emergency_department,5,Undirected,Depression,Emergency Department
depression,health_care_costs,2,Undirected,Depression,Health Care Costs
cortical_spreading_depression,epilepsy,4,Undirected,Cortical Spreading Depression,Epilepsy
anxiety,behavior_therapy,4,Undirected,Anxiety,Behavior Therapy
anxiety_disorders,disability,2,Undirected,Anxiety Disorders,Disability
behavior_therapy,depression,2,Undirected,Behavior Therapy,Depression
bipolar,stress,3,Undirected,Bipolar,Stress
bipolar_disorder,depression,4,Undirected,Bipolar Disorder,Depression
depression,oxidative_stress,3,Undirected,Depression,Oxidative Stress
comorbidities,parkinson,2,Undirected,Comorbidities,Parkinson
emergency_department,hospitalization,10,Undirected,Emergency Department,Hospitalization
emergency_department,stroke,6,Undirected,Emergency Department,Stroke
insomnia,restless_legs,2,Undirected,Insomnia,Restless Legs
comorbidities,disability,2,Undirected,Comorbidities,Disability
patent_foramen_ovale,rls,7,Undirected,Patent Foramen Ovale,Rls
patent_foramen_ovale,vascular,9,Undirected,Patent Foramen Ovale,Vascular
stroke,therapy,7,Undirected,Stroke,Therapy
bipolar,valproate,3,Undirected,Bipolar,Valproate
bipolar_disorder,valproate,3,Undirected,Bipolar Disorder,Valproate
epilepsy,rls,3,Undirected,Epilepsy,Rls
inflammatory,parkinson,2,Undirected,Inflammatory,Parkinson
parkinson,vascular,2,Undirected,Parkinson,Vascular
hypertension,vestibular,3,Undirected,Hypertension,Vestibular
amitriptyline,anxiety,2,Undirected,Amitriptyline,Anxiety
amitriptyline,comorbidity,3,Undirected,Amitriptyline,Comorbidity
amitriptyline,depression,4,Undirected,Amitriptyline,Depression
amitriptyline,inflammatory,6,Undirected,Amitriptyline,Inflammatory
anxiety,restless_legs,2,Undirected,Anxiety,Restless Legs
anxiety,restless_legs_syndrome,2,Undirected,Anxiety,Restless Legs Syndrome
anxiety,estrogen,2,Undirected,Anxiety,Estrogen
bipolar,parkinson,3,Undirected,Bipolar,Parkinson
central_nervous_sensitization,inflammatory,2,Undirected,Central Nervous Sensitization,Inflammatory
central_sensitization,inflammatory,7,Undirected,Central Sensitization,Inflammatory
inflammatory,irritable_bowel_syndrome,3,Undirected,Inflammatory,Irritable Bowel Syndrome
inflammatory,irritable_bowel,2,Undirected,Inflammatory,Irritable Bowel
calcitonin_gene_related,calcitonin_gene_related_peptid,30,Undirected,Calcitonin Gene-Related,Calcitonin Gene-Related Peptide Receptor Antagonists
calcitonin_gene_related_peptid,calcitonin_gene_related_peptid,26,Undirected,Calcitonin Gene-Related Peptide,Calcitonin Gene-Related Peptide Receptor Antagonists
calcitonin_gene_related_peptid,hypertension,2,Undirected,Calcitonin Gene-Related Peptide Receptor Antagonists,Hypertension
comorbidity,vestibular_diseases,2,Undirected,Comorbidity,Vestibular Diseases
stress,stroke,4,Undirected,Stress,Stroke
vascular,vestibular_diseases,2,Undirected,Vascular,Vestibular Diseases
disease_management,triptans,2,Undirected,Disease Management,Triptans
fibromyalgia,vascular,3,Undirected,Fibromyalgia,Vascular
stress_disorders,vascular,2,Undirected,Stress Disorders,Vascular
migraine_therapy,restless_legs_syndrome,2,Undirected,Migraine Therapy,Restless Legs Syndrome
migraine_therapy,rls,3,Undirected,Migraine Therapy,Rls
depression,mechanism,2,Undirected,Depression,Mechanism
stress,therapy,4,Undirected,Stress,Therapy
amitriptyline,propranolol,18,Undirected,Amitriptyline,Propranolol
hypertension,restless_legs,2,Undirected,Hypertension,Restless Legs
hypertension,restless_legs_syndrome,2,Undirected,Hypertension,Restless Legs Syndrome
hypertension,rls,3,Undirected,Hypertension,Rls
bipolar,chronic_pain,3,Undirected,Bipolar,Chronic Pain
headache_days,tension_type_headache,2,Undirected,Headache Days,Tension Type Headache
amitriptyline,topiramate,24,Undirected,Amitriptyline,Topiramate
rls,tth,2,Undirected,Rls,Tth
rls,stroke,2,Undirected,Rls,Stroke
acupuncture,stroke,2,Undirected,Acupuncture,Stroke
botulinum,botulinum_toxin,13,Undirected,Botulinum,Botulinum Toxin
botulinum,treatment_failure,2,Undirected,Botulinum,Treatment Failure
botulinum,vestibular,3,Undirected,Botulinum,Vestibular
botulinum,vestibular_migraine,3,Undirected,Botulinum,Vestibular Migraine
diet,diet_therapy,4,Undirected,Diet,Diet Therapy
diet,triggers,4,Undirected,Diet,Triggers
diet_therapy,triggers,2,Undirected,Diet Therapy,Triggers
hypertension,treatment_outcome,6,Undirected,Hypertension,Treatment Outcome
drug_therapy,trigeminal,2,Undirected,Drug Therapy,Trigeminal
calcitonin_gene_related,calcitonin_gene_related_dosage,3,Undirected,Calcitonin Gene-Related,Calcitonin Gene-Related Dosage
estrogen,hormonal_contraception,2,Undirected,Estrogen,Hormonal Contraception
estrogen,ischemic_stroke,2,Undirected,Estrogen,Ischemic Stroke
estrogen,stroke_risk,2,Undirected,Estrogen,Stroke Risk
hormonal,hormonal_contraception,3,Undirected,Hormonal,Hormonal Contraception
hormonal,stroke_risk,3,Undirected,Hormonal,Stroke Risk
circadian_rhythm,depression,3,Undirected,Circadian Rhythm,Depression
circadian_rhythm,disability,2,Undirected,Circadian Rhythm,Disability
circadian_rhythm,stress,2,Undirected,Circadian Rhythm,Stress
drug_therapy,stress,3,Undirected,Drug Therapy,Stress
ketogenic_diet,stress,2,Undirected,Ketogenic Diet,Stress
cryptogenic_stroke,patent_foramen_ovale,2,Undirected,Cryptogenic Stroke,Patent Foramen Ovale
cryptogenic_stroke,stroke,3,Undirected,Cryptogenic Stroke,Stroke
cryptogenic_stroke,vascular,2,Undirected,Cryptogenic Stroke,Vascular
treatment_outcome,trigger_points,5,Undirected,Treatment Outcome,Trigger Points
estrogen,menstrual,11,Undirected,Estrogen,Menstrual
estrogen_replacement,menopause,3,Undirected,Estrogen Replacement,Menopause
hemorrhagic_stroke,ischemic_stroke,2,Undirected,Hemorrhagic Stroke,Ischemic Stroke
hemorrhagic_stroke,stroke,3,Undirected,Hemorrhagic Stroke,Stroke
hemorrhagic_stroke,vascular,2,Undirected,Hemorrhagic Stroke,Vascular
ischemic_stroke,triptans,2,Undirected,Ischemic Stroke,Triptans
anti_inflammatory_dosage,calcitonin_gene_related,2,Undirected,Anti-Inflammatory Dosage,Calcitonin Gene-Related
anti_inflammatory_dosage,inflammatory,3,Undirected,Anti-Inflammatory Dosage,Inflammatory
anti_inflammatory_dosage,oxidative_stress,2,Undirected,Anti-Inflammatory Dosage,Oxidative Stress
anti_inflammatory_dosage,quality_life,2,Undirected,Anti-Inflammatory Dosage,Quality Life
anti_inflammatory_dosage,stress,2,Undirected,Anti-Inflammatory Dosage,Stress
anti_inflammatory_dosage,treatment_outcome,2,Undirected,Anti-Inflammatory Dosage,Treatment Outcome
calcitonin_gene_related,oxidative_stress,3,Undirected,Calcitonin Gene-Related,Oxidative Stress
calcitonin_gene_related,stress,6,Undirected,Calcitonin Gene-Related,Stress
dietary,inflammatory,2,Undirected,Dietary,Inflammatory
dietary,oxidative_stress,2,Undirected,Dietary,Oxidative Stress
inflammatory,oxidative_stress,4,Undirected,Inflammatory,Oxidative Stress
inflammatory,treatment_outcome,12,Undirected,Inflammatory,Treatment Outcome
oxidative_stress,quality_life,7,Undirected,Oxidative Stress,Quality Life
oxidative_stress,treatment_outcome,3,Undirected,Oxidative Stress,Treatment Outcome
anxiety,dietary_supplements,4,Undirected,Anxiety,Dietary Supplements
depression,dietary_supplements,5,Undirected,Depression,Dietary Supplements
dietary_supplements,quality_life,9,Undirected,Dietary Supplements,Quality Life
botulinum,monthly_migraine_days,5,Undirected,Botulinum,Monthly Migraine Days
depression,menstrual_migraine,4,Undirected,Depression,Menstrual Migraine
disability,menstrually_related_migraine,3,Undirected,Disability,Menstrually Related Migraine
headache_days,menstrual_migraine,2,Undirected,Headache Days,Menstrual Migraine
headache_days,menstrually_related_migraine,2,Undirected,Headache Days,Menstrually Related Migraine
menstrual,menstrually_related_migraine,6,Undirected,Menstrual,Menstrually Related Migraine
menstrual_migraine,menstrually_related_migraine,3,Undirected,Menstrual Migraine,Menstrually Related Migraine
menstrually_related_migraine,quality_life,3,Undirected,Menstrually Related Migraine,Quality Life
menstrually_related_migraine,treatment_outcome,3,Undirected,Menstrually Related Migraine,Treatment Outcome
cost_illness,economic_burden,12,Undirected,Cost Illness,Economic Burden
amitriptyline,erenumab,8,Undirected,Amitriptyline,Erenumab
amitriptyline,fremanezumab,6,Undirected,Amitriptyline,Fremanezumab
amitriptyline,headache_days,12,Undirected,Amitriptyline,Headache Days
amitriptyline,monoclonal_antibodies,4,Undirected,Amitriptyline,Monoclonal Antibodies
amitriptyline,triptans,4,Undirected,Amitriptyline,Triptans
anxiety,fremanezumab,3,Undirected,Anxiety,Fremanezumab
anxiety,monoclonal_antibodies,7,Undirected,Anxiety,Monoclonal Antibodies
botulinum_toxins,inflammatory,5,Undirected,Botulinum Toxins,Inflammatory
depression,monoclonal_antibodies,10,Undirected,Depression,Monoclonal Antibodies
erenumab,hypertension,2,Undirected,Erenumab,Hypertension
fremanezumab,triptans,5,Undirected,Fremanezumab,Triptans
headache_days,hypertension,2,Undirected,Headache Days,Hypertension
migraine_therapy,monoclonal_antibodies,31,Undirected,Migraine Therapy,Monoclonal Antibodies
monoclonal_antibodies,triptans,8,Undirected,Monoclonal Antibodies,Triptans
botulinum,botulinum_toxin_type,8,Undirected,Botulinum,Botulinum Toxin Type
botulinum_toxin_type,botulinum_toxins,10,Undirected,Botulinum Toxin Type,Botulinum Toxins
botulinum_toxin_type,disability,6,Undirected,Botulinum Toxin Type,Disability
botulinum_toxin_type,headache_days,4,Undirected,Botulinum Toxin Type,Headache Days
botulinum_toxin_type,migraine_therapy,5,Undirected,Botulinum Toxin Type,Migraine Therapy
botulinum_toxin_type,quality_life,7,Undirected,Botulinum Toxin Type,Quality Life
medication_overuse_headache,mindfulness,2,Undirected,Medication Overuse Headache,Mindfulness
mindfulness,treatment_outcome,7,Undirected,Mindfulness,Treatment Outcome
dietary_supplements,oxidative_stress,4,Undirected,Dietary Supplements,Oxidative Stress
dietary_supplements,stress,6,Undirected,Dietary Supplements,Stress
anxiety,monthly_migraine_days,4,Undirected,Anxiety,Monthly Migraine Days
monthly_migraine_days,work_productivity,3,Undirected,Monthly Migraine Days,Work Productivity
quality_life,treatment_failure,5,Undirected,Quality Life,Treatment Failure
treatment_failure,treatment_outcome,5,Undirected,Treatment Failure,Treatment Outcome
treatment_outcome,work_productivity,5,Undirected,Treatment Outcome,Work Productivity
disability,trigger,2,Undirected,Disability,Trigger
quality_life,trigger,3,Undirected,Quality Life,Trigger
cost_benefit,fremanezumab,2,Undirected,Cost-Benefit,Fremanezumab
cost_benefit,migraine_therapy,3,Undirected,Cost-Benefit,Migraine Therapy
cost_benefit,monthly_migraine_days,2,Undirected,Cost-Benefit,Monthly Migraine Days
cost_benefit,treatment_outcome,3,Undirected,Cost-Benefit,Treatment Outcome
migraine_therapy,monthly_migraine_days,18,Undirected,Migraine Therapy,Monthly Migraine Days
botulinum,prophylactic_treatment,5,Undirected,Botulinum,Prophylactic Treatment
botulinum_toxin_type,onabotulinumtoxina,3,Undirected,Botulinum Toxin Type,Onabotulinumtoxina
botulinum_toxin_type,prophylactic_treatment,3,Undirected,Botulinum Toxin Type,Prophylactic Treatment
botulinum_toxins,prophylactic_treatment,4,Undirected,Botulinum Toxins,Prophylactic Treatment
disability,prophylactic_treatment,6,Undirected,Disability,Prophylactic Treatment
headache_days,prophylactic_treatment,4,Undirected,Headache Days,Prophylactic Treatment
migraine_therapy,prophylactic_treatment,3,Undirected,Migraine Therapy,Prophylactic Treatment
onabotulinumtoxina,prophylactic_treatment,2,Undirected,Onabotulinumtoxina,Prophylactic Treatment
calcitonin_gene_related_peptid,disability,7,Undirected,Calcitonin Gene-Related Peptide Receptor Use,Disability
calcitonin_gene_related_peptid,monoclonal_antibodies,10,Undirected,Calcitonin Gene-Related Peptide Receptor Use,Monoclonal Antibodies
cgrp_receptor,disability,8,Undirected,Cgrp Receptor,Disability
cgrp_receptor,fremanezumab,6,Undirected,Cgrp Receptor,Fremanezumab
cgrp_receptor,galcanezumab,6,Undirected,Cgrp Receptor,Galcanezumab
cgrp_receptor,monoclonal_antibodies,20,Undirected,Cgrp Receptor,Monoclonal Antibodies
disability,gepants,8,Undirected,Disability,Gepants
fremanezumab,gepants,7,Undirected,Fremanezumab,Gepants
galcanezumab,gepants,6,Undirected,Galcanezumab,Gepants
gepants,monoclonal_antibodies,18,Undirected,Gepants,Monoclonal Antibodies
botulinum_toxin,botulinum_toxins,10,Undirected,Botulinum Toxin,Botulinum Toxins
botulinum_toxin,migraine_therapy,2,Undirected,Botulinum Toxin,Migraine Therapy
botulinum_toxin,occipital_nerve,2,Undirected,Botulinum Toxin,Occipital Nerve
botulinum_toxin,quality_life,6,Undirected,Botulinum Toxin,Quality Life
botulinum_toxin,treatment_outcome,6,Undirected,Botulinum Toxin,Treatment Outcome
migraine_therapy,treatment_failure,2,Undirected,Migraine Therapy,Treatment Failure
cost_benefit,headache_days,3,Undirected,Cost-Benefit,Headache Days
relaxation,self_management,3,Undirected,Relaxation,Self-Management
calcitonin_gene_related_peptid,cgrp_receptor,21,Undirected,Calcitonin Gene-Related Peptide,Cgrp Receptor
calcitonin_gene_related_peptid,cgrp_receptor,6,Undirected,Calcitonin Gene-Related Peptide Receptor,Cgrp Receptor
calcitonin_gene_related_peptid,migraine_therapy,13,Undirected,Calcitonin Gene-Related Peptide Receptor,Migraine Therapy
calcitonin_gene_related_peptid,monthly_migraine_days,3,Undirected,Calcitonin Gene-Related Peptide Receptor,Monthly Migraine Days
calcitonin_gene_related_peptid,treatment_outcome,5,Undirected,Calcitonin Gene-Related Peptide Receptor,Treatment Outcome
cgrp_receptor,erenumab,11,Undirected,Cgrp Receptor,Erenumab
cgrp_receptor,monthly_migraine_days,5,Undirected,Cgrp Receptor,Monthly Migraine Days
cgrp_receptor,treatment_outcome,7,Undirected,Cgrp Receptor,Treatment Outcome
botulinum,calcitonin_gene_related_use,2,Undirected,Botulinum,Calcitonin Gene-Related Use
botulinum,inflammatory,6,Undirected,Botulinum,Inflammatory
botulinum,onabotulinum_toxin,3,Undirected,Botulinum,Onabotulinum Toxin
botulinum,vascular,8,Undirected,Botulinum,Vascular
botulinum_toxins,onabotulinum_toxin,2,Undirected,Botulinum Toxins,Onabotulinum Toxin
botulinum_toxins,therapy,11,Undirected,Botulinum Toxins,Therapy
botulinum_toxins,vascular,7,Undirected,Botulinum Toxins,Vascular
calcitonin_gene_related_use,headache_days,4,Undirected,Calcitonin Gene-Related Use,Headache Days
calcitonin_gene_related_use,quality_life,11,Undirected,Calcitonin Gene-Related Use,Quality Life
calcitonin_gene_related_use,therapy,2,Undirected,Calcitonin Gene-Related Use,Therapy
calcitonin_gene_related_use,treatment_outcome,4,Undirected,Calcitonin Gene-Related Use,Treatment Outcome
headache_days,neurogenic_inflammation,3,Undirected,Headache Days,Neurogenic Inflammation
headache_days,onabotulinum_toxin,2,Undirected,Headache Days,Onabotulinum Toxin
inflammatory,neurogenic_inflammation,5,Undirected,Inflammatory,Neurogenic Inflammation
inflammatory,therapy,7,Undirected,Inflammatory,Therapy
neurogenic_inflammation,therapy,2,Undirected,Neurogenic Inflammation,Therapy
neurogenic_inflammation,triptans,2,Undirected,Neurogenic Inflammation,Triptans
neurogenic_inflammation,vascular,4,Undirected,Neurogenic Inflammation,Vascular
onabotulinum_toxin,quality_life,2,Undirected,Onabotulinum Toxin,Quality Life
onabotulinum_toxin,treatment_outcome,3,Undirected,Onabotulinum Toxin,Treatment Outcome
onabotulinum_toxin,triptans,2,Undirected,Onabotulinum Toxin,Triptans
calcitonin_gene_related,cluster_therapy,2,Undirected,Calcitonin Gene-Related,Cluster Therapy
cluster_headache,cluster_therapy,3,Undirected,Cluster Headache,Cluster Therapy
cluster_headache,fremanezumab,5,Undirected,Cluster Headache,Fremanezumab
cluster_headache,galcanezumab,7,Undirected,Cluster Headache,Galcanezumab
cluster_therapy,galcanezumab,2,Undirected,Cluster Therapy,Galcanezumab
anxiety,health_related_quality_life,6,Undirected,Anxiety,Health-Related Quality Life
depression,health_related_quality_life,7,Undirected,Depression,Health-Related Quality Life
exercise,migraine_therapy,4,Undirected,Exercise,Migraine Therapy
diet,dietary,2,Undirected,Diet,Dietary
dietary,disability,2,Undirected,Dietary,Disability
cluster_headache,trigeminal_autonomic_cephalalg,2,Undirected,Cluster Headache,Trigeminal Autonomic Cephalalgias
neuromodulation,trigeminal_autonomic_cephalalg,2,Undirected,Neuromodulation,Trigeminal Autonomic Cephalalgias
neuromodulation,triptans,8,Undirected,Neuromodulation,Triptans
botulinum,onabotulinumtoxin,3,Undirected,Botulinum,Onabotulinumtoxin
botulinum_toxin_type,treatment_outcome,4,Undirected,Botulinum Toxin Type,Treatment Outcome
botulinum_toxins,onabotulinumtoxin,3,Undirected,Botulinum Toxins,Onabotulinumtoxin
calcitonin_gene_related,onabotulinumtoxin,3,Undirected,Calcitonin Gene-Related,Onabotulinumtoxin
calcitonin_gene_related,prophylactic_treatment,2,Undirected,Calcitonin Gene-Related,Prophylactic Treatment
monoclonal_antibodies,onabotulinumtoxin,3,Undirected,Monoclonal Antibodies,Onabotulinumtoxin
onabotulinumtoxin,quality_life,3,Undirected,Onabotulinumtoxin,Quality Life
headache_days,preventive_treatment,5,Undirected,Headache Days,Preventive Treatment
botulinum_toxins,monthly_migraine_days,4,Undirected,Botulinum Toxins,Monthly Migraine Days
headache_days,monthly_migraine_days,17,Undirected,Headache Days,Monthly Migraine Days
monthly_migraine_days,therapy,3,Undirected,Monthly Migraine Days,Therapy
botulinum_toxin,headache_days,5,Undirected,Botulinum Toxin,Headache Days
amitriptyline,calcitonin_gene_related,7,Undirected,Amitriptyline,Calcitonin Gene-Related
amitriptyline,calcitonin_gene_related_inhibi,3,Undirected,Amitriptyline,Calcitonin Gene-Related Inhibitors
amitriptyline,galcanezumab,6,Undirected,Amitriptyline,Galcanezumab
amitriptyline,valproate,8,Undirected,Amitriptyline,Valproate
botulinum,calcitonin_gene_related_inhibi,7,Undirected,Botulinum,Calcitonin Gene-Related Inhibitors
botulinum,galcanezumab,4,Undirected,Botulinum,Galcanezumab
botulinum,propranolol,5,Undirected,Botulinum,Propranolol
calcitonin_gene_related,calcitonin_gene_related_inhibi,22,Undirected,Calcitonin Gene-Related,Calcitonin Gene-Related Inhibitors
calcitonin_gene_related,propranolol,9,Undirected,Calcitonin Gene-Related,Propranolol
calcitonin_gene_related,topiramate,10,Undirected,Calcitonin Gene-Related,Topiramate
calcitonin_gene_related,valproate,4,Undirected,Calcitonin Gene-Related,Valproate
calcitonin_gene_related_inhibi,galcanezumab,7,Undirected,Calcitonin Gene-Related Inhibitors,Galcanezumab
calcitonin_gene_related_inhibi,headache_days,5,Undirected,Calcitonin Gene-Related Inhibitors,Headache Days
calcitonin_gene_related_inhibi,propranolol,3,Undirected,Calcitonin Gene-Related Inhibitors,Propranolol
calcitonin_gene_related_inhibi,quality_life,4,Undirected,Calcitonin Gene-Related Inhibitors,Quality Life
calcitonin_gene_related_inhibi,topiramate,5,Undirected,Calcitonin Gene-Related Inhibitors,Topiramate
calcitonin_gene_related_inhibi,treatment_outcome,10,Undirected,Calcitonin Gene-Related Inhibitors,Treatment Outcome
calcitonin_gene_related_inhibi,valproate,2,Undirected,Calcitonin Gene-Related Inhibitors,Valproate
galcanezumab,propranolol,7,Undirected,Galcanezumab,Propranolol
galcanezumab,topiramate,8,Undirected,Galcanezumab,Topiramate
galcanezumab,valproate,4,Undirected,Galcanezumab,Valproate
headache_days,propranolol,6,Undirected,Headache Days,Propranolol
headache_days,valproate,2,Undirected,Headache Days,Valproate
disability,migraine_specific_quality_life,3,Undirected,Disability,Migraine-Specific Quality Life Questionnaire
migraine_specific_quality_life,quality_life,3,Undirected,Migraine-Specific Quality Life Questionnaire,Quality Life
calcitonin_gene_related,triptans,24,Undirected,Calcitonin Gene-Related,Triptans
calcitonin_gene_related_peptid,triptans,9,Undirected,Calcitonin Gene-Related Peptide,Triptans
calcitonin_gene_related_peptid,vascular,10,Undirected,Calcitonin Gene-Related Peptide Receptor Antagonists,Vascular
calcitonin_gene_related,preventive_migraine_treatment,2,Undirected,Calcitonin Gene-Related,Preventive Migraine Treatment
migraine_therapy,preventive_migraine_treatment,3,Undirected,Migraine Therapy,Preventive Migraine Treatment
preventive_migraine_treatment,quality_life,2,Undirected,Preventive Migraine Treatment,Quality Life
preventive_migraine_treatment,treatment_outcome,2,Undirected,Preventive Migraine Treatment,Treatment Outcome
headache_days,presenteeism,7,Undirected,Headache Days,Presenteeism
preventive_therapy,quality_life,3,Undirected,Preventive Therapy,Quality Life
biofeedback,inflammatory,2,Undirected,Biofeedback,Inflammatory
biofeedback,trigeminal,4,Undirected,Biofeedback,Trigeminal
biofeedback,triptans,2,Undirected,Biofeedback,Triptans
disease_management,inflammatory,2,Undirected,Disease Management,Inflammatory
gepants,inflammatory,3,Undirected,Gepants,Inflammatory
gepants,trigeminal,5,Undirected,Gepants,Trigeminal
gepants,triptans,10,Undirected,Gepants,Triptans
inflammatory,mindfulness,2,Undirected,Inflammatory,Mindfulness
inflammatory,trigeminal,14,Undirected,Inflammatory,Trigeminal
mindfulness,trigeminal,3,Undirected,Mindfulness,Trigeminal
mindfulness,triptans,2,Undirected,Mindfulness,Triptans
trigeminal,triptans,7,Undirected,Trigeminal,Triptans
absenteeism,costs,3,Undirected,Absenteeism,Costs
absenteeism,economic_burden,6,Undirected,Absenteeism,Economic Burden
absenteeism,health_related_quality_life,5,Undirected,Absenteeism,Health-Related Quality Life
cost_illness,costs,3,Undirected,Cost Illness,Costs
cost_illness,health_related_quality_life,4,Undirected,Cost Illness,Health-Related Quality Life
cost_illness,presenteeism,9,Undirected,Cost Illness,Presenteeism
costs,economic_burden,3,Undirected,Costs,Economic Burden
costs,presenteeism,3,Undirected,Costs,Presenteeism
costs,quality_life,3,Undirected,Costs,Quality Life
costs,work_productivity,2,Undirected,Costs,Work Productivity
economic_burden,headache_days,8,Undirected,Economic Burden,Headache Days
economic_burden,health_related_quality_life,4,Undirected,Economic Burden,Health-Related Quality Life
economic_burden,presenteeism,6,Undirected,Economic Burden,Presenteeism
economic_burden,work_productivity,8,Undirected,Economic Burden,Work Productivity
health_related_quality_life,presenteeism,5,Undirected,Health-Related Quality Life,Presenteeism
health_related_quality_life,work_productivity,4,Undirected,Health-Related Quality Life,Work Productivity
light_therapy,quality_life,2,Undirected,Light Therapy,Quality Life
light_therapy,treatment_outcome,2,Undirected,Light Therapy,Treatment Outcome
botulinum,burden,2,Undirected,Botulinum,Burden
botulinum,health_care_costs,2,Undirected,Botulinum,Health Care Costs
botulinum_toxins,cost_effectiveness,2,Undirected,Botulinum Toxins,Cost-Effectiveness
botulinum_toxins,health_care_costs,2,Undirected,Botulinum Toxins,Health Care Costs
botulinum_toxins,quality_adjusted_life_years,2,Undirected,Botulinum Toxins,Quality-Adjusted Life Years
burden,health_care_costs,2,Undirected,Burden,Health Care Costs
burden,healthcare_cost,2,Undirected,Burden,Healthcare Cost
burden,treatment_outcome,3,Undirected,Burden,Treatment Outcome
cost_illness,therapy,2,Undirected,Cost Illness,Therapy
cost_illness,treatment_outcome,3,Undirected,Cost Illness,Treatment Outcome
cost_benefit,cost_effectiveness,3,Undirected,Cost-Benefit,Cost-Effectiveness
cost_benefit,healthcare_cost,2,Undirected,Cost-Benefit,Healthcare Cost
cost_effectiveness,headache_days,2,Undirected,Cost-Effectiveness,Headache Days
cost_effectiveness,quality_life,3,Undirected,Cost-Effectiveness,Quality Life
cost_effectiveness,quality_adjusted_life_years,4,Undirected,Cost-Effectiveness,Quality-Adjusted Life Years
headache_days,quality_adjusted_life_years,2,Undirected,Headache Days,Quality-Adjusted Life Years
healthcare_cost,quality_life,5,Undirected,Healthcare Cost,Quality Life
healthcare_cost,therapy,2,Undirected,Healthcare Cost,Therapy
healthcare_cost,treatment_outcome,2,Undirected,Healthcare Cost,Treatment Outcome
onabotulinumtoxina,therapy,5,Undirected,Onabotulinumtoxina,Therapy
disability,economic_burden,13,Undirected,Disability,Economic Burden
disability,estrogen,3,Undirected,Disability,Estrogen
estrogen,menstrually_related_migraine,3,Undirected,Estrogen,Menstrually Related Migraine
disability_evaluation,work_productivity,4,Undirected,Disability Evaluation,Work Productivity
anxiety_disorders,health_related_quality_life,2,Undirected,Anxiety Disorders,Health-Related Quality Life
cost_illness,daily_functioning,3,Undirected,Cost Illness,Daily Functioning
cytokines,oxidative_stress,2,Undirected,Cytokines,Oxidative Stress
cytokines,vascular,8,Undirected,Cytokines,Vascular
dietary_supplements,disability,5,Undirected,Dietary Supplements,Disability
dietary_supplements,inflammatory,5,Undirected,Dietary Supplements,Inflammatory
dietary_supplements,migraine_disability_assessment,2,Undirected,Dietary Supplements,Migraine Disability Assessment
dietary_supplements,migraine_specific_quality_life,2,Undirected,Dietary Supplements,Migraine-Specific Quality Life
dietary_supplements,vascular,5,Undirected,Dietary Supplements,Vascular
disability,migraine_disability_assessment,5,Undirected,Disability,Migraine Disability Assessment
